openAccess_bool,domain_s,title_s,journalTitle_s,journalPublisher_s,journalEissn_s,authFullName_s,halId_s,submitType_s,docType_s,selfArchiving_bool,doiId_s,submittedDate_s,publicationDate_s,publicationDateY_i,journalIssn_s,licence_s
True,"['0.shs', '1.shs.archi']","['The Mountain Metropolis’s Land Design Project. Grenoble, from Plain to Slope', 'Le projet de sol de la métropole montagne\u202f: Grenoble, de plaines en pentes']",Revue de Géographie Alpine / Journal of Alpine Research,Association pour la diffusion de la recherche alpine,1760-7426,"['Charles Ambrosino', 'Jennifer Buyck']",hal-01995848,notice,ART,True,10.4000/rga.4088,2019-01-27 22:26:14,2018-05-28,2018,0035-1121,
True,"['0.sdu', '1.sdu.stu', '2.sdu.stu.cl', '0.sde', '1.sde.ie', '0.spi', '1.spi.gciv', '2.spi.gciv.cd']",['How to Design a Park and Its Surrounding Urban Morphology to Optimize the Spreading of Cool Air?'],Climate,MDPI,,"['Jérémy Bernard', 'Auline Rodler', 'Benjamin Morille', 'Xueyao Zhang']",hal-01706788,file,ART,True,10.3390/cli6010010,2018-06-01 10:12:51,2018-03,2018,2225-1154,
True,"['0.info', '1.info.info-gr']",['Influence of Being Embodied in an Obese Virtual Body on Shopping Behavior and Products Perception in VR'],Frontiers in Robotics and AI,Frontiers Media S.A.,2296-9144,"['Adrien Verhulst', 'Jean-Marie Normand', 'Cindy Lombart', 'Maki Sugimoto', 'Guillaume Moreau']",hal-01888990,file,ART,True,10.3389/frobt.2018.00113,2018-10-05 15:21:27,2018-10-03,2018,2296-9144,
True,"['0.shs', '1.shs.archi']","[""Les puissances d'imprégnation de l'ambiance""]",Communications,Editions du Seuil,2102-5924,['Jean-Paul Thibaud'],hal-01878786,file,ART,False,,2018-10-25 14:00:35,2018,2018,0588-8018,
True,"['0.shs', '1.shs.archi']",['Le transect : un opérateur abductif'],Recherches sur la philosophie et le langage,Paris : Vrin,,['Nicolas Tixier'],hal-01518175,file,ART,False,,2018-11-17 15:03:35,2018-12,2018,0754-331X,
True,"['0.shs', '1.shs.archi']",['Echapper à l’emprise commerciale entre «\xa0les boîtes\xa0»'],Cahiers thématiques,École nationale supérieure d’architecture et de paysage de Lille,,['Sylvie Laroche'],hal-02474323,file,ART,True,,2021-06-04 16:51:18,2018,2018,1625-9505,http://creativecommons.org/licenses/by-nc-sa/
True,"['0.shs', '1.shs.archi']",['Problématiques environnementales et outils numériques'],Culture et recherche,Paris : Ministère de la Culture et de la Communication,1950-629,['Daniel Siret'],hal-02188465,file,ART,True,,2019-07-18 15:12:26,2018-11,2018,0765-5991,
True,"['0.shs', '1.shs.archi', '0.shs', '1.shs.socio']","['Para una etnografia sensível da experiência urbana ordinária. Retornos sobre os bastidores de alguns trabalhos de campo colaborativos', 'Pour une ethnographie sensible de l’expérience urbaine ordinaire. Retours sur les coulisses de quelques travaux de terrain collaboratifs']",Cadernos Proarq. Revista de arquitetura e urbanismo do Proarq,Post-graduate Program in Architecture at FAU - Faculty of Architecture and Urbanism Universidade Federal do Rio de Janeiro,2675-0392,['Rachel Thomas'],hal-01533255,file,ART,False,,2021-06-10 08:30:09,2017,2017,1679-7604,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.socio', '0.shs', '1.shs.anthro-se']",['Vers la félicité-en-acte des spectacles culturels'],Terrains/Théories,Université Paris Nanterre,2427-9188,['Anthony Pecqueux'],hal-01672509,file,ART,True,10.4000/teth.1009,2017-12-25 22:15:46,2017-12-22,2017,,
True,"['0.shs', '1.shs.archi']",['Le paysage odorant existe-t-il ?'],"Ambiances. Environnement sensible, architecture et espace urbain",UMR 1563 - Ambiances Architecturales et Urbaines,2266-839X,['Suzel Balez'],hal-02461629,file,ART,False,,2021-06-07 09:48:37,2017,2017,,
True,"['0.shs', '1.shs.archi', '0.shs', '1.shs.info']",['Le temps des pionniers : Jean-François Augoyard et le Cresson'],Politiques de communication,Presses universitaires de Grenoble,,"['Pascal Amphoux', 'Philippe Le Guern']",hal-01691035,file,ART,False,,2018-02-08 13:48:00,2017,2017,2271-068X,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.archi']","['Paroles données, paroles rendues. La marche collective comme écriture du projet urbain']",Europe. Revue littéraire mensuelle,Europe. Revue,,"['Pascal Amphoux', 'Nicolas Tixier']",hal-01518176,file,ART,False,,2017-05-04 12:59:53,2017,2017,0014-2751,
True,"['0.shs', '1.shs.archi', '0.shs']","['Les ateliers-promenades : des expériences sensibles (paysagères) habitantes aux micro-interventions urbaines', '«Walking Workshop»: Sensitive (Landscape) Dwelling Experiences Relating to Urban Micro-Interventions']",Projets de paysage : revue scientifique sur la conception et l'aménagement de l'espace,Ecole nationale supérieure du paysage de Versailles,,"['Théa Manola', 'Emeline Bailly', 'Hervé Duret']",hal-01745133,file,ART,True,,2018-03-27 22:45:16,2017,2017,1969-6124,
True,"['0.shs', '1.shs.archi']","['As polifonias que tecem a cidade', 'The polyphonies which weave the city']",V!iRUS,revista nomads up,,"['Jean-Paul Thibaud', 'Luciana Santos Roça']",halshs-02181903,file,ART,False,,2019-07-15 14:39:22,2017,2017,2175-974X,
True,"['0.shs', '1.shs.archi']","[""Animer l'espace public ? Une question pluridisciplinaire de recherche"", 'Livening up the public space of the city? A multidisciplinary question of research']","Ambiances. Environnement sensible, architecture et espace urbain",UMR 1563 - Ambiances Architecturales et Urbaines,2266-839X,"['Pascale Pichon', 'Jean-Paul Thibaud']",hal-01878779,file,ART,False,,2018-09-26 15:29:32,2017,2017,,
True,"['0.shs', '1.shs.archi', '0.shs', '1.shs.socio']",['Pour une ethnographie sensible de l’expérience urbaine ordinaire. Retours sur les coulisses de quelques travaux de terrain collaboratifs'],Cadernos Proarq. Revista de arquitetura e urbanismo do Proarq,Post-graduate Program in Architecture at FAU - Faculty of Architecture and Urbanism Universidade Federal do Rio de Janeiro,2675-0392,['Rachel Thomas'],hal-01533246,file,ART,False,,2017-06-06 12:02:15,2017,2017,1679-7604,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.socio']",['L’expérience latinoaméricaine de la sociologie pragmatique francophone. Elargissement d’un horizon d’analyse\xa0?'],SociologieS,Toulouse : Association internationale des sociologues de langue française,,"['Marc Breviglieri', 'Paola Diaz', 'Gabriel Nardacchione']",hal-01578017,file,ART,True,,2021-06-22 13:57:17,2017,2017,1992-2655,
True,"['0.shs', '1.shs.archi']",['Installer une Atmosphère'],Phantasia,"Université Saint-Louis, Bruxelles",,['Jean-Paul Thibaud'],hal-01878768,file,ART,False,10.25518/0774-7136.789,2019-07-11 16:58:31,2017,2017,0774-7136,
True,"['0.shs', '1.shs.archi']",['Atmospheres and Mobility'],Mobile Culture Studies - The Journal,"University of Graz, Austria",,"['Rainer Kazig', 'Damien Masson', 'Rachel Thomas']",hal-01882685,file,ART,False,,2019-03-28 08:37:09,2017,2017,2413-9181,
True,"['0.shs', '1.shs.archi']",['Urban heat island temporal and spatial variations: Empirical modeling from geographical and meteorological data'],Building and Environment,Elsevier,,"['Jérémy Bernard', 'Marjorie Musy', 'Isabelle Calmet', 'Erwan Bocher', 'Pascal Kéravec']",hal-01630175,file,ART,True,10.1016/j.buildenv.2017.08.009,2018-06-01 10:08:19,2017,2017,0360-1323,
True,"['0.sdu', '1.sdu.stu', '2.sdu.stu.me', '0.sde', '1.sde.ie']",['Implementation of street trees within the solar radiative exchange parameterization of TEB in SURFEX v8.0'],Geoscientific Model Development,European Geosciences Union,,"['Emilie Redon', 'Aude Lemonsu', 'Valéry Masson', 'Benjamin Morille', 'Marjorie Musy']",hal-02368820,file,ART,True,10.5194/gmd-10-385-2017,2019-11-18 16:32:46,2017,2017,1991-959X,
True,"['0.shs', '1.shs.archi']","['The polyphonies which weave the city', 'As polifonias que tecem a cidade']",[V!RUS JOURNAL],nomads.usp,,"['Jean-Paul Thibaud', 'Luciana Santos Roça']",halshs-02181882,file,ART,False,,2019-07-15 14:36:24,2017,2017,2175-9740,
True,"['0.spi', '1.spi.gciv', '2.spi.gciv.cd', '0.sdu', '1.sdu.stu', '2.sdu.stu.cl', '0.shs', '1.shs.archi']","['A new urban soil model for SOLENE-microclimat: Review, sensitivity analysis and validation on a car park']",Urban Climate,Elsevier,,"['Marie-Hélène Azam', 'Benjamin Morille', 'Jérémy Bernard', 'Marjorie Musy', 'Fabrice Rodriguez']",hal-01629430,file,ART,True,10.1016/j.uclim.2017.08.010,2018-06-01 10:10:55,2017,2017,2212-0955,
True,"['0.shs', '1.shs.archi', '0.shs', '1.shs.info']","['Participate and transform territories: Interactions between inhabitants, techniques and milieux using the notion of «\xa0citizen as sensor\xa0»', 'Participer et transformer les territoires']","NETCOM : Réseaux, communication et territoires / Networks and Communications Studies",Netcom Association,2431-210X,"['Gwendoline L’her', 'Myriam Servières', 'Daniel Siret']",hal-01712477,notice,ART,True,10.4000/netcom.2668,2018-02-19 15:25:17,2017-04-16,2017,0987-6014,
True,"['0.shs', '1.shs.socio']",['Pensar a dignidade sem falar de linguagem da capacidade em agir'],"Terceiro Milénio, Revista Crítica de Sociologia e Política",,,['Marc Breviglieri'],hal-01578016,file,ART,True,,2021-07-02 10:53:46,2017,2017,,
True,"['0.shs', '1.shs.archi', '0.shs', '1.shs.socio']",['Chercheurs de laboratoire : une réflexivité in itinere'],Lieux Communs - Les Cahiers du LAUA,"LAUA (Langages, Actions Urbaines, Altérités - Ecole Nationale Supérieure d'Architecture de Nantes)",,"['Laurent Devisme', 'Amélie Nicolas']",halshs-01468043,file,ART,True,,2017-02-15 10:14:26,2016-12-15,2016,1779-5885,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.archi']","[""Point de vigilance : réflexions libres au terme d'un parcours dans la recherche urbaine"", 'Some points to consider : Free remarks after a long route in urban research']",Lieux Communs - Les Cahiers du LAUA,"LAUA (Langages, Actions Urbaines, Altérités - Ecole Nationale Supérieure d'Architecture de Nantes)",,['Henry Torgue'],hal-01505442,file,ART,False,,2017-04-11 13:50:33,2016,2016,1779-5885,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.archi', '0.sde', '1.sde.es']","['Le « vu -pas vu » comme dépassement de « la nécessaire politesse entre savoirs »', 'See or being seen... or not"" - How to overcome the essential Courtesy between Knowledges']",Lieux Communs - Les Cahiers du LAUA,"LAUA (Langages, Actions Urbaines, Altérités - Ecole Nationale Supérieure d'Architecture de Nantes)",,['Thomas Leduc'],hal-01412287,file,ART,True,,2016-12-12 15:23:39,2016-12,2016,1779-5885,http://creativecommons.org/licenses/by-nc-nd/
False,"['0.shs', '1.shs.archeo']","['Étude sur un monolithe – la dalle S12 au sol du monument de Gavrinis (Larmor-Baden, Morbihan)', 'Die Untersuchung einer monolithischen Stele – Die Steinplatte S12 auf dem Boden des Grabmonumentes von Gavrinis (Larmor-Baden, Morbihan, Frankreich)', 'Case study on a monolith – The paving stone S12 on the ground of Gavrinis monument (Larmor-Baden, Morbihan)']",Revue Archéologique de l'Ouest,Presses universitaires de Rennes,1775-3732,"['Serge Cassen', 'Valentin Grimaud', 'Laurent Lescop', 'Elven Robinet', 'Nancy Marcoux']",hal-01952651,notice,ART,False,,2018-12-12 12:20:36,2016-12-31,2016,0767-709X,
True,"['0.shs', '1.shs.socio', '0.shs', '1.shs.phil', '0.shs', '1.shs.archi', '0.shs', '1.shs.scipo']",['Une image sonnante des urbanités sensibles. Fiction / politique'],Multitudes,Éd. Inculte,1777-5841,['Anthony Pecqueux'],hal-01483440,file,ART,True,,2017-03-05 21:27:49,2016,2016,0292-0107,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.archi']","['Rafraîchir les Observatoires par le son', 'Revitalising the Observatories through Sound']",Projets de paysage : revue scientifique sur la conception et l'aménagement de l'espace,Ecole nationale supérieure du paysage de Versailles,,"['Cécile Regnault', 'Patrick Romieu']",halshs-01592907,notice,ART,True,10.4000/paysage.7362,2019-04-29 20:40:11,2016-01-06,2016,1969-6124,http://hal.archives-ouvertes.fr/licences/copyright/
False,"['0.shs', '1.shs.archeo']","['Enregistrement et représentations de la stèle néolithique de L’Ouche de Beauce (Maisse, Essonne)', 'Recording and representations of the Neolithic stele of L’Ouche de Beauce (Maisse, Essonne)']",Revue Archéologique du Centre de la France,FERACF,1951-6207,"['Serge Cassen', 'Valentin Grimaud', 'Laurent Lescop']",hal-01946755,notice,ART,False,,2018-12-06 13:03:18,2016,2016,0220-6617,
True,"['0.shs', '1.shs.archi']","['Building Artificial Climates. Thermal control and comfort in Modern Architecture (1930-1960)', 'La fabrique des climats artificiels. Régulation thermique et confort dans l’architecture moderne (1930-1960)']","Ambiances. Environnement sensible, architecture et espace urbain",UMR 1563 - Ambiances Architecturales et Urbaines,2266-839X,['Ignacio Requena-Ruiz'],halshs-01418310,file,ART,True,,2016-12-16 15:41:33,2016,2016,,
True,"['0.shs', '1.shs.phil', '0.shs', '1.shs.archi']",['Les statuts de la matière architecturée dans la philosophie allemande'],Le Philotope,Réseau Philau,,['Céline Bonicco-Donato'],hal-02539336,file,ART,True,,2020-04-10 05:58:09,2016,2016,,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.archi']","['Les images filmiques et\xa0la part insignifiante de\xa0l’expérience urbaine', 'Filmic Images and the Insignificant Part of Urban Experience']",Multitudes,Éd. Inculte,1777-5841,['Laure Brayer'],hal-01629271,file,ART,False,10.3917/mult.065.0184,2017-11-06 11:32:43,2016,2016,0292-0107,
True,"['0.shs', '1.shs.archi', '0.shs', '1.shs.hisphilso']","[""Un héritage prospectif ? Deux ou trois choses que j'ai apprises de ce laboratoire""]",Lieux Communs - Les Cahiers du LAUA,"LAUA (Langages, Actions Urbaines, Altérités - Ecole Nationale Supérieure d'Architecture de Nantes)",,['Laurent Devisme'],halshs-01711029,file,ART,True,,2018-02-16 16:17:05,2016-12,2016,1779-5885,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.archi']","['Thermal comfort in twentieth-century architectural heritage: Two houses of Le Corbusier and André Wogenscky', 'Confort thermique dans le patrimoine architectural du XXe siècle. Deux maisons de Le Corbusier et André Wogenscky']",Frontiers of architectural research,Ke Ai/Elsevier,2095-2635,['Ignacio Requena-Ruiz'],halshs-01330999,file,ART,True,10.1016/j.foar.2016.02.001,2016-06-15 17:47:49,2016-06,2016,2095-2635,
True,"['0.sdv', '1.sdv.imm', '0.sdv']","[""Impact of KIR/HLA genetic combinations on double umbilical cord blood transplantation outcomes. Results of a French multicentric retrospective study on behalf of the Société Francophone de Greffe de Moelle et de Thérapie Cellulaire (SFGM-TC) and the Société Francophone d'Histocompatibilité et d'Immunogénétique (SFHI).""]",Bone Marrow Transplantation,Nature Publishing Group,,"['P Rettman', 'F Malard', 'N Legrand', 'O Avinens', 'J-F Eliaou', 'Christophe Picard', 'A Dormoy', 'X Lafarge', 'M de Matteis', 'A Kennel', 'P Loiseau', 'A Devys', 'A Boudifa', 'L Absi', 'F Quainon', 'I Theodorou', 'A Batho', 'Damien Masson', 'A Parissiadis', 'F Delbos', 'M Drouet', 'D Senitzer', 'E Marry', 'N Raus', 'I Yakoub-Agha', 'A Cesbron', 'C Retière', 'K Gagne']",hal-01331582,notice,ART,False,10.1038/bmt.2016.151,2016-06-14 09:52:35,2016-06-06,2016,0268-3369,
True,"['0.shs', '1.shs.archi', '0.shs', '1.shs.socio', '0.shs', '1.shs.scipo']","['Les enjeux d’une ""approche globale"" en aménagement : quand les études cherchent leur place entre expertise, conseil et conception']",URBIA. Les Cahiers du développement urbain durable,Observatoire universitaire de la Ville et du Développement durable,,['Nicolas Bataille'],hal-01419363,file,ART,True,,2017-01-23 15:40:27,2016-08,2016,1661-3708,
True,"['0.shs', '1.shs.archi']","['Méthodologie de mise en place d’une Trame verte urbaine\xa0: le cas d’une communauté d’agglomération, Plaine Commune']",Cybergeo : Revue européenne de géographie / European journal of geography,UMR 8504 Géographie-cités,,"['Marine Linglart', 'Sylvain Morin', 'Magali Paris', 'Philippe Clergeau']",hal-01562969,notice,ART,True,10.4000/cybergeo.27713,2017-07-17 11:25:58,2016-04-06,2016,1278-3366,
True,"['0.shs', '1.shs.archi']","[""L'immersion par corps des chercheurs. Expérimentations méthodologiques à Salvador da Bahia et Caracas""]",Corps : Revue interdisciplinaire,Dilecta,1969-6957,"['Sandra Fiori', 'Rachel Thomas']",hal-01346847,file,ART,True,,2016-07-19 16:37:26,2016,2016,1954-1228,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.archi']","['Mémoire du futur, from old roots to new shoots. Patrick Geddes in India (1914-1924)']","Espaces et sociétés (Paris, France)",Erès,1961-8700,"['Adrián Torres Astaburuaga', 'Éva Chaudier', 'Nicolas Tixier']",hal-01518178,file,ART,False,,2017-11-16 16:43:54,2016,2016,0014-0481,
True,"['0.shs', '1.shs.archi']","[""Freins et leviers pour l'installation de jardins en bord de voies""]",Vertigo,Paris : Avancées cinématographiques,,"['Grégoire Chelkoff', 'Magali Paris']",halshs-01545545,notice,ART,True,10.4000/vertigo.17411,2017-06-22 16:29:19,2016-06-08,2016,0985-1402,
True,"['0.shs', '1.shs.archi']","['Le transect, outil de dialogue interdisciplinaire et de médiation. Le cas du projet d’élargissement de la 3e voie ferrée de la vallée de l’Huveaune (France)']",VertigO : La Revue Électronique en Sciences de l'Environnement,VertigO,,"['Frédéric Pousin', 'Audrey Marco', 'Valérie Bertaudiere-Montes', 'Carole Barthélemy', 'Nicolas Tixier']",hal-01518177,file,ART,False,,2017-05-09 10:04:06,2016,2016,1492-8442,
False,"['0.shs', '1.shs.archi', '0.shs']","['Presentation of Hermann Schmitz’ paper, “Atmospheric Spaces”']","Ambiances. Environnement sensible, architecture et espace urbain",UMR 1563 - Ambiances Architecturales et Urbaines,2266-839X,['Rainer Kazig'],hal-01519893,notice,ART,True,,2017-05-09 14:56:59,2016,2016,,
True,"['0.shs', '1.shs.archi']","['Mais qu’est-ce donc qu’un laboratoire ?', 'So what is a laboratory?']",Lieux Communs - Les Cahiers du LAUA,"LAUA (Langages, Actions Urbaines, Altérités - Ecole Nationale Supérieure d'Architecture de Nantes)",,"['Aurore Bonnet', 'Laure Brayer']",hal-02462142,file,ART,True,,2020-01-31 10:25:44,2016-12,2016,1779-5885,http://creativecommons.org/licenses/by/
True,"['0.shs', '1.shs.socio', '0.shs', '1.shs.phil', '0.shs', '1.shs.archi', '0.shs', '1.shs.scipo']",['Un plaidoyer pour Do[ing] The Right Thing'],Multitudes,Éd. Inculte,1777-5841,['Anthony Pecqueux'],hal-01483443,file,ART,True,,2017-03-05 21:35:45,2016,2016,0292-0107,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.archi', '0.shs', '1.shs.geo', '0.shs', '1.shs.socio', '0.shs', '1.shs.anthro-se']","[""Entre alternatives et modèles : expérimentations institutionnelles, professionnelles et habitantes dans la fabrique des espaces verts ; Tour et Taxis (Bruxelles) et l'Union (Roubaix, Tourcoing, Wattrelos).""]",URBIA. Les Cahiers du développement urbain durable,Observatoire universitaire de la Ville et du Développement durable,,['Margaux Vigne'],halshs-02475644,file,ART,True,,2020-03-04 10:57:10,2016-08,2016,1661-3708,
True,"['0.shs', '1.shs.archi']",['Matérialités et immatérialités de la lumière chez soi : expérience sensible et pratiques habitantes'],Cahiers thématiques,École nationale supérieure d’architecture et de paysage de Lille,,"['Céline Drozd', 'Ignacio Requena-Ruiz', 'Daniel Siret']",hal-01300649,file,ART,True,,2016-04-11 15:42:43,2016,2016,1625-9505,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.sde', '1.sde.ie', '0.spi', '1.spi.gciv', '2.spi.gciv.cd']","['Direct and Indirect Impacts of Vegetation on Building Comfort: A Comparative Study of Lawns, Green Walls and Green Roofs']",Energies,MDPI,,"['Laurent Malys', 'Marjorie Musy', 'Christian Inard']",hal-01583196,notice,ART,True,10.3390/en9010032,2017-09-06 21:17:27,2016-01-07,2016,1996-1073,
False,"['0.sde', '1.sde.ie', '0.spi', '1.spi.gciv', '2.spi.gciv.cd']",['Preliminary study of the impact of urban greenery types on energy consumption of building at a district scale: Academic study on a canyon street in Nantes (France) weather conditions'],Energy and Buildings,Elsevier,,"['Benjamin Morille', 'Marjorie Musy', 'Laurent Malys']",hal-01583195,notice,ART,True,10.1016/j.enbuild.2015.06.030,2017-09-06 21:10:39,2016-02-15,2016,0378-7788,
False,"['0.spi', '1.spi.gciv', '2.spi.gciv.cd', '0.sde', '1.sde.ie']",['Simulation tools to assess microclimate and building energy – A case study on the design of a new district'],Energy and Buildings,Elsevier,,"['Adrien Gros', 'Emmanuel Bozonnet', 'Christian Inard', 'Marjorie Musy']",hal-01799917,notice,ART,True,10.1016/j.enbuild.2015.06.032,2018-05-25 13:03:49,2016-02,2016,0378-7788,
True,"['0.info', '1.info.info-gr']",['Local Geometric Consensus: A General Purpose Point Pattern-Based Tracking Algorithm'],IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,,"['Liming Yang', 'Jean-Marie Normand', 'Guillaume Moreau']",hal-01276767,file,ART,True,10.1109/TVCG.2015.2459897,2016-02-20 10:00:32,2015,2015,1077-2626,
True,"['0.shs', '1.shs.archi']","['Lectures de Marie-Paule Halgand : « REM », Jean-Louis Violeau, Editions B2, 2014, 106 p. ; « REM CLOG », Kyle May, rédacteur en chef, 184 p.']",Lieux Communs - Les Cahiers du LAUA,"LAUA (Langages, Actions Urbaines, Altérités - Ecole Nationale Supérieure d'Architecture de Nantes)",,['Marie-Paule Halgand'],hal-02877854,file,ART,False,,2020-06-22 17:15:01,2015,2015,1779-5885,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.archi']","['Le scénographe, une figure émergente de La ville événementielle']",Lieux Communs - Les Cahiers du LAUA,"LAUA (Langages, Actions Urbaines, Altérités - Ecole Nationale Supérieure d'Architecture de Nantes)",,['Emmanuelle Gangloff'],hal-02883354,file,ART,False,,2020-06-29 09:32:05,2015,2015,1779-5885,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.archi']","[""Lecture de Frédéric Barbe : Fabrication et usage des écoquartiers, essai critique sur la généralisation de l'aménagement durable en France de Vincent Renault, Lausanne, Presse polytechniques et universitaires romandes, collection « Espace en société », 2014, 122 p.""]",Lieux Communs - Les Cahiers du LAUA,"LAUA (Langages, Actions Urbaines, Altérités - Ecole Nationale Supérieure d'Architecture de Nantes)",,['Frédéric Barbe'],hal-02877881,file,ART,False,,2020-06-22 17:40:20,2015,2015,1779-5885,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.archi', '0.shs', '1.shs.geo', '0.shs', '1.shs.psy']",['The backstage of urban ambiances'],"Emotion, Space and Society",Elsevier,1878-0040,['Jean-Paul Thibaud'],hal-01560172,file,ART,False,,2017-07-11 12:05:20,2015,2015,1755-4586,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.archeo', '0.shs', '1.shs.archi']","['In search of a representation of the Gavrinis megalithic tomb (Morbihan, France)']",Virtual Archaeology Review,Spanish Society of Virtual Archaeology,,"['Serge Cassen', 'Laurent Lescop', 'Valentin Grimaud', 'Guirec Querré', 'Bruno Suner']",hal-01617643,file,ART,True,10.4995/var.2013.4319,2018-09-06 14:58:47,2015,2015,1989-9947,
True,"['0.shs', '1.shs.archeo', '0.shs', '1.shs.archi']","['Intuition and analysis in the recording, interpretation and public translation of Neolithic engraved signs in western France']",Digital Applications in Archaeology and Cultural Heritage,Elsevier,,"['Serge Cassen', 'Valentin Grimaud', 'Laurent Lescop']",hal-01617172,file,ART,True,10.1016/j.daach.2015.02.002,2018-09-06 15:36:58,2015,2015,2212-0548,
True,"['0.shs', '1.shs.socio', '0.shs', '1.shs.anthro-se']",['La mémoire faite trajet.'],EspacesTemps.net,Association Espaces Temps.net,,['Anne-Sophie Haeringer'],hal-01226350,file,ART,True,,2020-10-05 12:52:17,2015,2015,1777-5477,
False,"['0.shs', '1.shs.archi', '0.shs', '1.shs.archeo']","['The Recording and Representation of Neolithic Engravings in the Déhus Passage Grave (Vale, Guernsey)']",Proccedings of the Prehistoric Society,Cambridge Journals,2050-2729,"['Serge Cassen', 'Valentin Grimaud', 'Philip de Jersey', 'Laurent Lescop']",hal-01880375,notice,ART,True,10.1017/ppr.2015.3,2018-09-24 17:10:00,2015-12,2015,2050-2729,
True,"['0.shs', '1.shs.archi']",['Détection des situations de danger rencontrées par les piétons presbyacousiques dans l’espace urbain : une approche via les textures audio'],"Ambiances. Environnement sensible, architecture et espace urbain",UMR 1563 - Ambiances Architecturales et Urbaines,2266-839X,"['Faten Hussein', 'Raja Ghozi', 'Mériem Jaidane', 'Jean-Pierre Péneau']",halshs-03204170,notice,ART,False,10.4000/ambiances.485,2021-04-21 12:51:14,2015,2015,,
False,"['0.shs', '1.shs.archi']","['Pascale Pichon et Fanny Herbert avec Alissone Perdrix (eds.). 2014. Atlas des espaces publics : Saint-Etienne, une ville laboratoire.']","Ambiances. Environnement sensible, architecture et espace urbain",UMR 1563 - Ambiances Architecturales et Urbaines,2266-839X,['Pascal Amphoux'],hal-01564787,notice,ART,False,,2017-07-19 11:10:09,2015-06-22,2015,,
True,"['0.shs', '1.shs.archi']",['Acteurs intermédiaires de la mobilisation territoriale\xa0: les enseignements des démarches de prospective-action'],Lien social et Politiques,"Anjou, Québec : Éd. Saint-Martin ; Rennes : Presses de l'EHESP",,"['Laurent Devisme', 'Pauline Ouvrard']",halshs-01711126,file,ART,True,10.7202/1030952ar,2018-02-16 18:29:39,2015,2015,1204-3206,
True,"['0.shs', '1.shs.archi']","['Arnaud Théval, ""Invisibles 2007-2013. Journal de l’œuvre"", Ed Dilecta, Paris, 128 p. : Lecture de Laurent Devisme']",Lieux Communs - Les Cahiers du LAUA,"LAUA (Langages, Actions Urbaines, Altérités - Ecole Nationale Supérieure d'Architecture de Nantes)",,['Laurent Devisme'],hal-02877869,file,ART,False,,2020-06-22 17:28:05,2015,2015,1779-5885,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.archi']","['Lecture d\'Élise Roy : ""Être architecte, les vertus de l\'indétermination. de la sociologie d\'une profession à la sociologie du travail professionnel"" . Olivier Chadoin, Presses universitaires de Limoges, 2013 (2006)']",Lieux Communs - Les Cahiers du LAUA,"LAUA (Langages, Actions Urbaines, Altérités - Ecole Nationale Supérieure d'Architecture de Nantes)",,['Elise Roy'],hal-02877817,file,ART,False,,2020-06-22 16:55:44,2015,2015,1779-5885,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.geo', '0.shs', '1.shs.archi']",['L’ambiance comme concept de la géographie culturelle francophone'],Géographie et cultures,L'Harmattan,2267-6759,"['Rainer Kazig', 'Damien Masson']",hal-01519955,notice,ART,True,10.4000/gc.3969,2017-05-09 15:57:03,2015,2015,1165-0354,
True,"['0.shs', '1.shs.archi']",['Marche et environnements urbains contrastés. Perspectives internationales et interdisciplinaires'],Environnement Urbain / Urban Environment,Institut national de la recherche scientifique - Réseau Villes Régions Monde,1916-4645,"['Sébastien Lord', 'Emmanuel Ravalet', 'Olivier Klein', 'Rachel Thomas']",hal-01241182,file,ART,True,,2016-01-04 15:08:14,2015-10-19,2015,1916-4645,http://creativecommons.org/licenses/by/
